objek wisata,ulasan,atraksi,amenitas,aksesibilitas
wbl,Bnyak permainan wahana,positif,,
wbl,Stress hilang karena ikut wahana yang memacu adrenalin,positif,,
goa maharani,Senang sekali mendapat pelanggan yang ramah dan menjadikan pelanggan setia,,,
wbl,Ya wahananya itu itu aja,negatif,,
alun alun,"Banyak hal baru yg sy tmui dsana sjak thn 2005 hingga skg 2021
Kesanny skg jauh lbih Indah Bersih dan banyak media prmainan utk anak² cocok sekali utk bersantai brsama keluarga.
Alhamdulillah punya istri org Lamongan",positif,positif,
wbl,Puasss bngt,,,
pantai kutang,"Pemandangan bagus, tempatnya bersih. Tiket parkir murah, cuma 2ribu per motor. Tiket masuk cma 5ribu perorang. Kulinernya juga memuaskan",positif,positif,
alun alun,Pamandangannya enak untuk bersamtai ada masjid agungnya juga untuk ibadah umat muslim,positif,positif,
wbl, pelayanannya kurang memuaskan staffnya ngga ramah pengunjung.,,negatif,
wego,Lumayan untuk kolam renang... Akan tetapi kotor lingkungannya,positif,negatif,
alun alun,Makin bagus makin bersih dan semakin tertata,,positif,
wbl,"Taman hiburan pantai yang sangat terjangkau.... Banyak mesin hiburan yang menarik... Bersih dan rapi... Pilihan yang layak untuk ""menyembuhkan"" MBS Anda..",positif,,
alun alun,Tempat yg rekomend bgt untuk bersantai bersama keluarga ataupun teman bahkan pasangan. Melepas lelah berkendaraan mungkinuntuk singgah sejenak,positif,,
pantai lorena,Parkirnya kurang luas,,negatif,
alun alun,Sangat bagus dan bersih sekali,,positif,
alun alun,Alun Alun Taman yg terletak di tengah Kota LAMONGAN.  sangat cocok utk bersantai  sama Keluarga.  Terutama anak kecil dgn berbagai permainan.,positif,,
alun alun,"Tempat rekreasi murah utk keluarga.
Klo ke sana agak sorean attau malam.
Krn panas banget klo siang",positif,,
pantai lorena,"Pantainya bagus,airnya hijau membentang... Baguus buat berswa photo...",positif,,
waduk gondang,tempat yang pas untuk liburan keluarga,positif,,
gunung pegat,"Bagus
Akses jalan sudah rapi
Tiket masuk terjangkau
Fasilitas mck ada
Mushola ada
Penjual makanan dan minuman ada
Lokasi nya bisa terlihat dari jalan raya via google map tidak nyasar
Cocok utk anak-anak
Banyak spot photo yg keren",positif,positif,positif
wbl,Baik,,,
gunung pegat,"Mantap keren banget,,, tiket parkir murah",,positif,
alun alun,"Bersih, asri",positif,positif,
alun alun,Bersih,,positif,
wbl,Sayang film 3 dimensi nya gak ganti²,negatif,,
wbl,Wahananya sangat banyak seru sekali,positif,,
wego,Sangat mengesankan unruk keluarga,positif,,
goa maharani,"Pas mau parkir area dpan lokasi penuh. Jd nya parkir d sblah lokasi.....kena dech 2x lipat dri tarif yg dpan maharani pas......Moga2 aja lahan parkir bisa d prluas. Dan misalkan wrga skitar buka parkir sndiri, karcisnya jg bisa sama2 10rb.",,negatif,
gunung mas mantup,Lumayan,,,
wbl,Berbagai macam wahana ada di wisata bahari lamongan yang harus anda coba. Seru bett,positif,,
alun alun,Bagus dan bersih,,positif,
gunung pegat,Mantap pemandangan sekitar gunung pegat,positif,,
gunung pegat,Pernah kesini gowes...tempatnya asri dan pemandangannya bagus,positif,,
goa maharani,Edukasi untuk anak kecil bagus,positif,,
goa maharani,Menyenangkan,positif,,
wbl,"Saat datang tgl 06 Nov 2021, pengunjungnya cukup sepi, permainannya lumayan banyak namun sudah termakan usia dan tidak mengikuti perkembangan. Semoga ada maintenance dan pembaharuan permainan",negatif,,
gunung mas mantup,"Tempat wisata yang memiliki potensi cukup bagus kedepannya, mengingat sekarang masih dalam tahap pengembangan. Arsitektur bangunan yang unik, penggabungan seni ukir dan seni patung tradisional, dengan gaya istana ala Chinese. tapi perlu perbanyak lagi tempat untuk bersantai, seperti gazebo, atau tempat duduk untuk menikmati suasana. Menambah jumlah toilet yang dapat difungsikan dengan baik.  ",positif,negatif,
goa maharani,Tempat nya nyaman,,positif,
goa maharani,"Dapat promo 2 free 1. Hewan relatif banyak, sebagian kurusan, tapi petugasnya baik.
Harga makanan di depan juga g malak, soto daging nya enak. Yang jual ramah. Toilet di mana2, wastafel juga
Playground boleh dipakai. Carousel juga meskipun yg naek cuma anak kita 2 orang tetep dinyalain.",positif,positif,
alun alun,Nyaman dan bersih,,positif,
alun alun,"Cocok buat jogging pagi2 saat ga banyak kendaraan, dekat dengan tempat kuliner dan tempat ibadah.",positif,positif,
alun alun, ,negatif,,
pantai lorena,Sangat Bagus Tempat Cafe Panorama  Sambil Ngopi Bisa Lihat Pantai,positif,,
pantai lorena,"Lokasinya strategis, pinggir jalan raya, viewnya bagus sekali",positif,,positif
alun alun,Ada permainan anak2 nya,positif,,
alun alun,Suasana nyaman dekat masjid akbar,,positif,
alun alun,Alun-alun yang letaknya di pusat kota menjadi tempat kumpul dan berkumpulnya masyarakat setempat dan wisatawan.,,,positif
pantai kutang,"Tempat yang dulu menjadi surga tersembunyi yang hanya warga lokal saja yang tau dan sedikit orang luar, dimana sangat cocok sebagai tempat mencari ketenangan dan menikmati keindahan alam",positif,,
goa maharani,"walau cuaca panas tetap nyaman karna banyak pohonnya. Burung-burung ini paling lucu bisa dikasih makan dan jinak.
Disarankan bawa payung/pakai topi, pakai sunblock, kacamata sunglass.
Terdapat tempat makan diarea pintu masuk, harga bersahabat.",positif,positif,
goa maharani,"Hewan karnivora nya diperbanyak lagi, saran untuk kandang yg kosong segera di isi spy pengunjung puas saat berkunjung..",negatif,,
wbl,"Kesana untuk yang ke-3 kalinya , dan cukup terkejut banyak sekali yang berubah mulai dengan  perluasan. Di tepi pantai sekarang ada gazebo berjejer jejer dipinggir pantai. Dulu pertama kali kesana belum ada sih. Sekarang lebih bagus lagi. Mushola juga besar dan bersih. Terletak didepan sebelah tempat parkir.",,positif,
alun alun,"area anak2 ada pilihan bermainya tapi lebih diperhatikan lagi karena ada beberapa fasilitas ank2 yg rusak, membahayakan ank2
area lain saya rasa sudak cukup bagus",,negatif,
gunung pegat,pemandangan alamnya bagus ,positif,,
alun alun,Tempat istirahat yg nyaman dan bersih,,positif,
alun alun,Wah sekian lama baru melihat wajah alun2 lamongan yg baru seperti alun2 batu Malang.. ada keranjang gantung...dan fasilitas bermain lainya..anak2 seneng..murah meriah,positif,positif,
pantai lorena,"SubhanaALLAH,lautnya sangat indah,..",positif,,
alun alun,Sangat bersih n nyaman,,positif,
wbl,"Wisata keluarga dengan wahana yang asik untuk dewasa, remaja maupun anak2",positif,,
wbl,Tempat Lumayan Bagus.. Pas Kesana Agak Sepi Padahal Hari Sabtu ... Pegawai nya ramah2,,positif,
alun alun,Saya tidak membenci ..saya cinta kota lamongan,,,
goa maharani,"Tempatnya tertata rapi & sangat bersih
Koleksi2 binatangnya lengkap & terlihat di rawat dengan baik",positif,positif,
alun alun,Cocok buat hiburan keluarga dikarenakan disini lengkap permainan buat anak2,positif,,
wbl,Wisata nyaman,,positif,
alun alun,Kotor...,,negatif,
alun alun,"Asri,bersih",positif,positif,
alun alun,"Bersih, dan bagus",,positif,
gunung pegat,"salah satu tempat wisata di Sukoharjo yang wajib di kunjungi, pemandangannya mantap",positif,,
alun alun,Taman bermainnya ramah anak,positif,,
wbl,"tempat wisata yg lengkap dilamongan, harganya sesuai dengan fasilitas yg didapet sih",,positif,
wbl,Tempat besar bgt.sebaiknya pengelola lebih menyediakan tempat berteduh lebih besar lg krn disini sangat panas bgt udaranya,,negatif,
wbl,"Murah, dan lengkap semua wahana berfungsi",positif,,
wbl,Kenang kenangan,,,
wego,Tempat wisata yang asyiiikkkk..,positif,,
wbl,Tempat edukasi bagi anak-anak yg sangat cocok,positif,,
alun alun,"Sekarang lebih bersih,rapi dan nyaman",,positif,
goa maharani,"Suasana enak, hewan juga lumayan lengkap. ",positif,,
waduk gondang,nyaman,,positif,
wego,Baek bagus,,,
gunung pegat,"Nyaman enak buat nongkrong dengan keluarga,.sambil menikmati pemandangan alam yang indah",positif,,
goa maharani,"Bagus,bersih hewan terlihat sehat dan terawat.",positif,,
wbl,"MEMBOSANKAN, PANAS, JALANNYA RUSAK SEMUA, TEMPAT PERMAINANNYA SUDAH RUSAK SEPERTI TIDAK TERURUS.",negatif,,negatif
wbl,"Tempatnya baguss..,posisi di pinggir pantae,jadi menambah suasana sangat bagus..",positif,,
alun alun,"Bersih,,, lumayan luas bagus buat santai ",,positif,
wbl,Luar biasa,,,
alun alun,Kalau hati libur selalu kesini bawa beras... agar sikecil bisa kasi makan burung dara disana...,positif,,
gunung pegat,"Lokasi mudah dijangkau, dari pintu masuk sampe tempat parkir jalannya sudah bagus. Baik sepeda, sepeda motor dan mobil bisa parkir diatas.
Htm terjangkau
Hari minggu relatif ramai . Sudah banyak pedagang ,ada fasilitas mck dan tempat untuk berteduh.",,positif,positif
alun alun,Alun alun kota Lamongan memang menyimpan banyak kenangan apalagi sekarang sangat elok cocok untuk rilek bersama keluarga dan teman,positif,,
pantai kutang,airnya jernih,positif,,
gunung mas mantup,"Tempat wisata segala umur ,tempatnya asyik dan menyenangkan ,ada banyak tempat bermain,ada banyak burung darah yang akan menyapa pengunjung,ada kolam terapi ikan ,ada danau buatan dilengkapi perahu dayung ala angsa ,bangunan yang didesain unik ala Tionghoa ,Ada banyak tukisan yang menggelitik bagi para pembacanya,anda datang bersama keluarga ,rombongan anak sekolah,tentu sangat heppy,silahkan datang pasti menyenangkan ,tempat parkir luas roda dua dan empat ,selamat berlibur kesana pada hari -hari libur tambah ramai ,harga tiket masuk rata2 hanya 10.000 saja ,parkir roda dua 5000 ,roda 4 hanya 10.000  terapi ikan hanya 10.000 , selamat berlibur kesini ya Gunung Mas Tugu Mantup Lamongan Jawa Timur",positif,positif,
alun alun,Temptnya bagus buat liburan keluarga..,positif,,
wbl,"Tempat wisata yg terdapat banyak wahana. Baik darat, udara, maupun air. Di tempat ini juga terdapat warung makanan dan minuman yg dapat disinggahi ketika lelah ",positif,positif,
alun alun,Bersih nyaman,,positif,
alun alun,Sarana prasarana nya di benahi lagi..Air mancur yg sebelah selatan mati Biang Lala juga mati,,negatif,
gunung pegat,fasilitas mcknya kurang,,negatif,
alun alun,Bagus hanya saja tolong pengunjung jangan buang sampah sembarangan. Sudah di sediakan tempat sampah dimana mana.,,negatif,
pantai lorena,"Pantai berbatu yg bisa jadi alternatif wisata murah meriah, lokasi tepi jalan utama.",positif,,positif
wbl,"Wahananya banyak pilihan, akses mudah karena di tepi jalan Pantura, parkiran luas",positif,positif,positif
wbl,Kena prank pada waktu makan. Karena harga yg saya bayar gak sesuai dgn yg tertera di papan daftar harga,,negatif,
pantai kutang,"tempatnya asyik buat foto""pemandanganya juga indah
pas banget buat datang bersama keluarga apalagi besama dengan pasangan asyik banget",positif,,
wbl,saran aja mushola yg ada d area kolam renang Deket foodcout kalau bisa agak lebih baik dikit. Seperti di lokasi2 wahana lain ...,,negatif,
alun alun,"bagus, banyak permainan buat anak anak, hanya saja masalah penerangan saya rasa masih kurang.",positif,negatif,
gunung mas mantup,"Meski butuh beberapa pengembangan lagi, tempat ini cukup mudah di akses, juga terdapat penjual makanan yg bisa di akses dgn mudah jika kebetulan pengunjung tidak membawa makanan dari rumah.",,positif,positif
wbl,Salah satu destinasi wisata di pinggir pantai Utara bagian Lamongan,positif,,
gunung pegat,Menikmati pemandangan dri puncak gunung ... Segar nyaa udara pegunungan,positif,,
alun alun,banyak tempat bermain anak anak,positif,,
wbl,Warung dalam wisatanya masih banyak yang tutup kalau hari kerja,,negatif,
alun alun,Tidak afdol ketika mudik ke kampung halaman ibu kalo tidak ke alun alun kota lamongan ini. Karena kuliner khas lamaongan nasi boran dan soto lamongan cak har selalu bisa membuat rindu,positif,,
alun alun,"Wisata keluarga yg nyaman, asri,  aneka macam dolanan anak anak",positif,positif,
gunung mas mantup,Bagus koq.,,,
alun alun,Bagus bersih,,positif,
wego,Beraneka mainan dan tempatnya asri di kelilingi pepohonan sejuk alamnya,positif,,
wbl,Pengunjung WBL sudah makin ramai pasca pandemi covid,,,
pantai lorena,Buat healing,,,
wbl,"Fasilitas kurang lengkap, tp gpp untuk pemandangan kumayan cakep",positif,negatif,
alun alun,Perlu ditambah pohon-pohon rindang agar tidak panas,,negatif,
goa maharani,"Tempat liburan keluarga kalau lagi ada duit hehe. Yah udah nggak asing sih wisata ini, makin maju wahananya, nggak hanya goa, ada binatang langka juga disana. Mantep pokoknya",positif,,
waduk gondang,"Selain kendaraan pribadi, Anda dapat menggunakan angkutan umum dari Lamongan ke Gondang untuk sampai di lokasi ini",,,positif
gunung mas mantup,Bagus anak2 juga suka spot foto banyak,positif,,
gunung pegat,Pemandangan bagus.. Sejuk di mata.. Sukaaa,positif,,
pantai lorena,Tempatnya adem. Cocok buat istirahat sejenak melepas lelah setelah bepergian,positif,,
goa maharani,Tempatnya luas dan nyaman. Berbagai macam binatang dari berbagai daerah juga ada. Yang paling saya suka toiletnya bersih,positif,positif,
pantai lorena,"Tempat yang cukup menarik untuk beristirahat, sambil kuliner dan juga menikmati pemandangan laut di daerah Lamongan.",positif,,
alun alun,Sebulan sekali saya selalu rutin goes kesini. Dari sby - alun2 lamongan. Tempatnya lumayan bersih. Nyaman dan sippp pokoknya buat lamongan,,positif,
alun alun,Indah bersih,positif,positif,
wego,"tempatnya bagus,, ada kolam renangnya juga,",positif,,
alun alun,Tempatnya bersih nyaman,,positif,
alun alun,"Dengan lokasi yang strategis, alun-alun menjadi tempat yang mudah dijangkau oleh masyarakat yang ingin menikmati suasana kota",,,positif
goa maharani,"tempat yang sangat menyenangkan. Selain melihat binatang, kita juga bisa berfoto dengan binatang, melihat pertunjukan binatang, melukis topeng, dan terdapat gua yang terbentuk secara alami.
",positif,,
alun alun,"Kurang penerangan,, jadi ada spot2 buat orang pacaran,, permainan lumayan banyak,tapi ada sebagian yang rusak juga",,negatif,
alun alun,Aesthetic,positif,,
pantai lorena,Pantainya dipinggir jalan raya,,,positif
pantai kutang,"Pantai yang cukup bagus di kota lamongan nih.... Recomended..... Pantainya bersih, banyak ikan2 kecil, banyak makanan dan tempat berteduh, harga makanannya juga g mahal....sangat terjangkau malah muali 5rb-20rb saja.... Toiletny jg bersih, tidak bau dan airny tidak terasa payau.... Ramah untuk anak kecil.... Buat teman2 yang lagi cari opsi liburan ke pantai di daerah lamongan boleh banget coba datang kesini ya....",positif,positif,
alun alun,Senang di alun2 lamongan biasanya ke sini nongkrong sama suami banyak tempat untuk duduk,,positif,
pantai lorena,Pasir dan karang pantai lorena,positif,,
wbl,Banyak wahana baru,positif,,
gunung mas mantup,luar biasa..dulu waktu pertama datang...masih belum seberapa.....sekarang luar biasa...sangat memanjakan mata,positif,,
alun alun,"Banyak wahana bermain anak, banyak spot foto, banyak penjual makanan disekitarnya juga",positif,positif,
pantai lorena,"Cocok untuk tempat nyantai, banyak warung makan dan harga nya pun standard",positif,positif,
gunung mas mantup,nyaman dan sejuk banyak rumah2 unik untuk berteduh,,positif,
alun alun,"Alun-alun dengan banyak fasilitas yang bisa digunakan, ada beberapa alat olahraga di sini sehingga bisa dipakai untuk berolahraga bersama keluarga, ada juga berbagai permainan yang bisa untuk membuat bahagia putra-putri kita. Hari Minggu sangat ramai dengan pengunjung karena ada banyak pedagang yang berjualan.",,positif,
alun alun,"Tempat wisata yang murah dan gratis, fasilitas lengkap, cocok menghabiskan waktu bersama keluarga",positif,positif,
wbl,Saya sangat terbantu dengan adanya petunjuk arah yang jelas dan teratur di sepanjang jalan menuju wisata bahari Lamongan,,,positif
wbl,Bagus.. banyak wahana bermain,positif,,
pantai lorena,"Lumayan buat istirahat , sayang kurang bersih sampah nya.. Semoga semakin bersih.",,negatif,
alun alun," malem kelihatan kumuh & agak horror, karena beberapa lampu taman ada yang tidak dinyalakan (yang lagi dimabuk asmara sih OK² aja mungkin yaa )

Bianglalanya selama ini belum terlihat berfungsi..",negatif,negatif,
pantai lorena,View bagus. Akses mudah.,positif,,positif
wbl,Lokasinya strategis. Berada di jalur Pantura. Dekat dengan Maharani Zoo and Goa.,,,positif
pantai lorena,"Tempatnya bagus buat yg suka menikmati pantai sambil ngopi"" cocok nihhh",positif,,
goa maharani,Ramai sekali after idul Fitri...menyenangkan bersama keluarga,,,
waduk gondang,"Sejuk,, nyaman",positif,positif,
gunung mas mantup,"TOLONG DI KASIH PLAKAT, DARI JALAN RAYA MAU MASUK KE GANG NYA, BIKIN ORANG NYASAR",,,negatif
wego,Cocok buat momong bocah tiket masuk 25 dan parkir mobil 10.000 makanan murah2 jd nggak harus khawatir,positif,positif,
alun alun,Tempat paling sering dikunjungi saat weekand bareng keluarga,positif,,
gunung pegat,Tempatnya enak tuk main.. Sayangnya kolam di atas tidak terkelola dgn baik..,,negatif,
