objek wisata,ulasan,atraksi1,atraksi2,atraksi3,amenitas1,amenitas2,amenitas3,aksesibilitas1,aksesibilitas2,aksesibilitas3,hasil atraksi,hasil amenitas,hasil aksesibilitas
gunung pegat,"Akses mudah
pemandangan kereeen .
Aman nyaman .",positif,positif,positif,positif,positif,positif,positif,positif,positif,positif,positif,positif
gunung pegat,Memuaskan pemandangan indah,positif,positif,positif,,,,,,,positif,,
gunung pegat,Wisata pegunungan yang mengutamakan budaya leluhur..,,positif,positif,,,,,,,positif,,
gunung pegat,Wisata alam terbaru dengan spot alam terbuka,,positif,positif,,,,,,,positif,,
gunung pegat,"Asyik, wisata di pegunungan, udaranya segar, anak anak juga suka",positif,positif,positif,,,,,,,positif,,
gunung pegat,"Senang sekali bisa liat pemandangan diatas bukit..
Seru .. mantap ",positif,positif,positif,,,,,,,positif,,
gunung pegat,Santai…pemandangan indah,positif,positif,positif,,,,,,,positif,,
gunung pegat,Walaupun panas tapi asik bisa lihat pemandangan yg indah,positif,positif,positif,,,,,,,positif,,
gunung pegat,Tempatnya menyenangkan.ada gazebo2 yang semakin membuat pengunjung merasa senang bisa menikmati pemandangan dari atas GP (Gunung Pegat).anak saya sulit diajak pulang Krn asyik bermain di situ.,,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,Akses menuju lokasi jalannya ckp bagus. Sebagian cor beton dan sebagian adalah aspal. Lokasi mudah dicapai dengan lendaraan roda 2 dan 4. Akan tetapi juga harus hati2 karena tanjakannya ckp terjal menuju lokasi tsb. Fiew siang dan malam ckp baik tetapi tempag tsb blm sempurna krn msh ada perbaikan safan dan prasarana penunjang. Semoga nanti ba ditata sedemikiannrupa ?an mempunyai cirikhas twrsendiri agar orang mudah mengingat ttg keindahan lokasi ysb.,positif,positif,positif,,,,positif,positif,positif,positif,,positif
gunung pegat,Penuh dengan pembenahanfasilitasnya yang semakin kesini semakin keren,,,,positif,positif,positif,,,,,positif,
gunung pegat,Pernah kesini gowes...tempatnya asri dan pemandangannya bagus,positif,positif,positif,,,,,,,positif,,
gunung pegat,Wisata alam diatas perbukitan dan aneka kuliner dan pemandangan yg indah,positif,positif,positif,positif,,positif,,,,positif,positif,
gunung pegat,Mantap untuk santai bersama keluarga pemandangan yg indah,positif,positif,positif,,,,,,,positif,,
gunung pegat,"GP ,,,view menarik buat pemula goweser ,,,salam sehat",positif,positif,positif,,,,,,,positif,,
gunung pegat,Jalan menuju ke gunung ad tanjakan yg mmbuat degdegse,,,,,,,negatif,negatif,negatif,,,negatif
gunung pegat,Tempatnya sejuk. Murah meriah,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Pemandangan yg indah
Warung Makanannya lengkap
Sipp deh",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,"Tempat estetik, pemandangan bagus, sayang di puncak tidak ada cafe",positif,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
gunung pegat,MasyaAllah....subhanallah...maha suci Allah SWT beserta CiptaaNYA.  ....tempatnya pemandangannya bagus...fasilitas dan sarana prasarana perlu diperbaiki...,positif,positif,positif,,negatif,negatif,,,,positif,negatif,
gunung pegat,"Lokasi mudah dijangkau, dari pintu masuk sampe tempat parkir jalannya sudah bagus. Baik sepeda, sepeda motor dan mobil bisa parkir diatas.
Htm terjangkau
Hari minggu relatif ramai . Sudah banyak pedagang ,ada fasilitas mck dan tempat untuk berteduh.",positif,,,positif,positif,positif,positif,positif,positif,,positif,positif
gunung pegat,"Keren.. bagus tempatnya.. bersih ini point'nya.
akses jalan juga sudah bagus sampai atas. Mobil bisa sampai puncak, ada lahan parkir diatas..
Spot foto juga bagus2. Bisa untuk acara keluarga dan camping..
murah meriah.. jajanan juga banyak pilihan'nya.
Rekomended bgt buat yg mau piknik keluarga..",positif,positif,positif,positif,positif,positif,positif,positif,positif,positif,positif,positif
gunung pegat,Adem enak buat santai,positif,positif,positif,,,,,,,positif,,
gunung pegat,"tempat rekreasi yg alami, sejuk nyaman indah.  ada balon udara, perahu spot bagus, mantap.  tiket masuk murah.  kedepannya smoga lebih baik lagi.  Aamiin,,,",positif,positif,positif,,positif,positif,,,,positif,positif,
gunung pegat,"Yg mau liat sunrise disini, jam 5-an pagi lgsg gass kesini gaiss.
Pemandangan nya cantik, tersedia foodcourt, kamar mandi",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,Pemandangan yg bagus,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Baru pertama kali tp liat view nya bagus bgt MasyaAllah kyknya lebih bagus lagi klo kesananya malem, kmrin kesana sepi yg jualan juga krna pandemii",positif,positif,positif,,negatif,negatif,,,,positif,negatif,
gunung pegat,sore vibes nya indah pake bagtt,positif,positif,positif,,,,,,,positif,,
gunung pegat,Wisata alam yg asri.,positif,positif,positif,,,,,,,positif,,
gunung pegat,Buat ngecamp rekomended. View pas malam bagus,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Karna pemandangan nya seperti gunung pada umumnya
namun untuk pendakian nya cukup mudah dan bisa menggunakan kendaraan
Disana juga ada warung yang menyediakan es teh, good day dll Dan sangat instagramable",positif,positif,positif,positif,positif,positif,,positif,positif,positif,positif,positif
gunung pegat,"Tempatnya bagus,bagus buat liat sunset,ada juga yg jualan sekarang,buat tempat foto"" jg oke,ada gazebonya juga,juga bisa buat tempat nge camp,tapi jalannya susah banget,berkelok"" sama nikung bgt",positif,positif,positif,positif,positif,positif,negatif,negatif,negatif,positif,positif,negatif
gunung pegat,Datang kesini karena ada ayam hutan cengger ungu cantik banget. Masih nuansa hutan.. tapi dekat pemukiman penduduk...ya.. ga hutan banget,positif,positif,positif,,,,,,,positif,,
gunung pegat,Tempat yg nyaman buat kumpul bareng teman2,,positif,,positif,positif,positif,,,,,positif,
gunung pegat,Tempatnya asik buat gowes lumyan untuk tanjakannya dan juga tempat wisata setiap weekend pagi cukup ramai pengunjungnya sma pedagangnya harga nya juga cukup terjangkau,positif,positif,positif,positif,positif,,,,,positif,positif,
gunung pegat,Tempatnya enak tuk main.. Sayangnya kolam di atas tidak terkelola dgn baik..,,,,negatif,negatif,negatif,,,,,negatif,
gunung pegat,Lumayan banyak view-nya mantap .   . .,positif,positif,positif,,,,,,,positif,,
gunung pegat,Aq belum kesini.... Hanya lihat foto saja....,,,,,,,,,,,,
gunung pegat,"View bagus, alhamdulillaah... .",positif,positif,positif,,,,,,,positif,,
gunung pegat,Menarik,,positif,positif,,,,,,,positif,,
gunung pegat,Tempatnya masih asli & pemandangana indah,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Tempat yang cocok untuk kemah keluarga. Tidak terlalu dingin, air tersedia banyak, murah. Masuk 2 ribu. Kemah 5 ribu per orang. Fasilitas air kamar mandi",positif,positif,,positif,positif,positif,,,,positif,positif,
gunung pegat,"Tempat wisata yang murah dengan view yang mewah
Sekarang sudah lengkap dengan fasilitas dan pembangunanya
Semoga selalu terjaga dengan baik oleh pengelola maupun para wisatawanya",positif,positif,positif,,positif,positif,,,,positif,positif,
gunung pegat,lumayan berisik di depan,,,,negatif,negatif,,,,,,negatif,
gunung pegat,No no no tempat kurang bersih,,,,negatif,negatif,negatif,,,,,negatif,
gunung pegat,"Siap²dimanjakan sama viewnya yg subhanallah, siap²pula adrenalin untuk medan ke lokasinya. Keep savety and happy holidays",positif,positif,positif,,,,,negatif,negatif,positif,,negatif
gunung pegat,"Gunung pegat yg terletak didesa klile djajar karang asem menawarkan keindahan panorama alam yg indah, cocok tuk tempat wisata keluarga.",positif,positif,positif,,,,,,,positif,,
gunung pegat,"Tempat yang nyaman...
Menyuguhkan suwasana alam. Dan wisata kuliner/pasar di puncak menyuguhkan aneka makanan ala kampung",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,Lokasi bagus banget...makanan di area enak anak dan murah,,positif,,positif,positif,positif,,,,,positif,
gunung pegat,Tempat rekreasi yg asik,positif,positif,,,,,,,,positif,,
gunung pegat,"Mantap keren banget,,, tiket parkir murah",,,,,positif,positif,,,,,positif,
gunung pegat,bagus ada rintangannya waktu nyepeda,positif,positif,positif,,,,,,,positif,,
gunung pegat,Nyaman akses kelokasi sangat mudah,,,,positif,positif,positif,positif,positif,positif,,positif,positif
gunung pegat,Wisata alam sambil wisata kuliner dan harganya pun cukup ramah di kantong...,,positif,positif,positif,,,,,,positif,,
gunung pegat,Wisata kuliner dan pemandangan pegunungan,,positif,positif,,,,,,,positif,,
gunung pegat,pemandangan alamnya bagus,positif,positif,positif,,,,,,,positif,,
gunung pegat,Bagus tempatnya cuma mck dikasih banyak biar tambah enak buat ngecam banyak orang,,,,negatif,negatif,negatif,,,,,negatif,
gunung pegat,"Pengalaman pertama saya pemandangan indah, ada peralatan fitnes, warung makan, dan ada pemondokkannya. terimakasih",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,Indah dan melihat sekeliling pemandangan hati jadi sejuk dan  terus berbenah mudah2an bisa menarik banyak wisatawan,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Nyaman enak buat nongkrong dengan keluarga,.sambil menikmati pemandangan alam yang indah",positif,positif,positif,,,,,,,positif,,
gunung pegat,"Deket rumah, asri, murah, bisa sambil olah raga",,positif,positif,positif,,,,,,positif,,
gunung pegat,"Bersih, terawat",,positif,,positif,,positif,,,,,positif,
gunung pegat,Pemandanganya sangat bagus terlebih saat senja dan fajar cocok untuk rekreasi bersama keluarga pasangan dan teman,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Fasilitas kurang lengkap, tp gpp untuk pemandangan kumayan cakep",positif,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
gunung pegat,Tempat sederhana dan pemandangan bagus. Luas dan alami. utk hiburan keluarga,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Dulu tempat angon dan ngarit, sekarang jadi tempat wisata hehe",,,,,,,,,,,,
gunung pegat,"Viewnya apik poll apalagi pas sore, disini juga bisa buat camp",positif,positif,positif,,,,,,,positif,,
gunung pegat,Harapan saya... Di fasilitasi musholla/masjid agar nantinya pengunjung lebih nyaman. Pokoknya maju jaya terus lurrr...,,,,positif,negatif,negatif,,,,,negatif,
gunung pegat,"Lumayan tempat rekreasi keluarga terdekat.
Untuk cari foto bagusnya pagi hari.
Cari sunrise atau malam.",,positif,positif,,,,positif,positif,positif,positif,,positif
gunung pegat,Pemandangan yg indah.,,positif,positif,,,,,,,positif,,
gunung pegat,Monggo para pegowes mampir saja di warung kebon ace dg sajian menu yg lengkap murah dn meriah...,,,,,positif,positif,,,,,positif,
gunung pegat,bagus pemandangannya,,positif,positif,,,,,,,positif,,
gunung pegat,"Yo. Untuk spot foto ini menarik, banyak spot menarik yang bisa didapat disini untuk foto. Lokasinya juga mudah sekali ditemukan, di jalan raya Babad ke arah Jombang dan dipinggir jalan raya persis lokasinya.",positif,positif,positif,,,,positif,positif,positif,positif,,positif
gunung pegat,"Keren Gunungnya, mantap viewnya, agak nanjak jalan masuknya",,positif,positif,,,,,negatif,negatif,positif,,negatif
gunung pegat,fasilitasnya mantap,,positif,,positif,positif,positif,,,,,positif,
gunung pegat,"Tempat yang sangat Indah sambil menikmati pemandangan daerah bulu dari atas bukit ini, cocok juga untuk berkemah.",,positif,positif,,,,,,,positif,,
gunung pegat,"Tempat pas buat buang penat, tiket motor 2k, tiket masuk 2k, cocok klo view malam",,positif,positif,,,,,,,positif,,
gunung pegat,"salah satu tempat wisata di Sukoharjo yang wajib di kunjungi, pemandangannya mantap",,positif,positif,,,,,,,positif,,
gunung pegat,kondisi jalan menanjak jadi harus hati hati,,,,,,,,negatif,negatif,,,negatif
gunung pegat,fasilitas mcknya kurang,,,,negatif,negatif,negatif,,,,,negatif,
gunung pegat,"Untuk swafoto bagus sekali, panorama alam,
silahkan meluncur ke lokasi.
Wisata kec.Bulu, Kab.Sukoharjo",,positif,positif,,,,,,,positif,,
gunung pegat,Terus membangun dan berkembang mjd objek wisata yg kereeen meski letaknya di desaaa,,,,,,,,,,,,
gunung pegat,"Kl masih pagi enak sekali belum ramai, udara segar",,positif,positif,,,,,,,positif,,
gunung pegat,"Keren, utk wisata kecil2an. Nyenengin anak2 biaya murah dan pemandangan bagus",,positif,positif,,,,,,,positif,,
gunung pegat,Jalannya naik naik... Ke puncak gunung... Bagusnya kalau pagi melihat sunrise,,positif,positif,,,,,negatif,negatif,positif,,negatif
gunung pegat,"Tempat nyaman,indah dan menyenangkan recomended untuk wisata keluarga",,positif,positif,,,,,,,positif,,
gunung pegat,"tempat menarik, tinggal penataan parkir biar lebih rapi biar pemandangan makin bagus",,positif,positif,,negatif,negatif,,,,positif,negatif,
gunung pegat,Cukup menarik untuk dikunjungi selain pemandangan indah kulinernya juga lengkap,,positif,positif,,positif,positif,,,,positif,positif,
gunung pegat,Destinasi desa wisata yg perlu jd new experience goeserrr,,positif,positif,,,,,,,positif,,
gunung pegat,Menikmati pemandangan dri puncak gunung ... Segar nyaa udara pegunungan,,positif,positif,,,,,,,positif,,
gunung pegat,Tempat yg asikk buat selfie.. banyak spot photo yg bagus,,positif,positif,,,,,,,positif,,
gunung pegat,mempesona pemandangannya,,positif,positif,,,,,,,positif,,
gunung pegat,Tempat outdor yg enak buat nyantai dengan keluarga,,positif,positif,,,,,,,positif,,
gunung pegat,kurangnya ketersediaan tempat wudhu,,,,,negatif,negatif,,,,,negatif,
gunung pegat,Lokasi wisata yg oke buat pecinta pemandangan dr atas bukit,,positif,positif,,,,,,,positif,,
gunung pegat,"Jalan perlu ditingkatkan lebih lebar, dan jalan dibuat lg untuk turun sama naik beda jalur agar lebih aman",,,,,,,,negatif,negatif,,,negatif
gunung pegat,"Sekarang ada tempat buat berteduhnya kalau-kalau panas atau hujan, terus ada stop kontaknya.",,positif,,,positif,positif,,,,,positif,
gunung pegat,"Deket dari rumah, mau  nanjak gunung tp cpt ya disini 15 mnt sdh nymp puncak..",,,,,,,,positif,positif,,,positif
gunung pegat,Mantaap pokoknya enggak kalah sama yang lain nya,,positif,,,,,,,,,,
gunung pegat,View bagus,,positif,positif,,,,,,,positif,,
gunung pegat,Wisata baru tempatnya enak buat selfi liat sunrise sunset,,positif,positif,,,,,,,positif,,
gunung pegat,Monggo yg mau menikmati ke indahan alam wilayah bulu,,positif,positif,,,,,,,positif,,
gunung pegat,"Keren dan Sangat Indah Pemandangan dari atas gunung ini,..",,positif,positif,,,,,,,positif,,
gunung pegat,Wisata Kuliner diatas gunung dengan pemandangan yang Indah bagus buat teman teman untuk selfie,,positif,positif,,,,,,,positif,,
gunung pegat,Tempat yang asik menikmati suasana alami Sukoharjo,,positif,positif,,,,,,,positif,,
gunung pegat,Pemandangan nya sangat bagus dan bisa untuk memanjakan mata,,positif,positif,,,,,,,positif,,
gunung pegat,View nya cakep,positif,positif,positif,,,,,,,positif,,
gunung pegat,Pemandangan dr sini trrlihat bguss sekali...subkhanallah,positif,positif,positif,,,,,,,positif,,
gunung pegat,Keren viewnya,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Muantab untuk rekreasi keluarga, terutama untuk ngecamp di malam hari",,positif,positif,positif,,,,,,positif,,
gunung pegat,Mantap pemandangan sekitar gunung pegat,positif,positif,positif,,,,,,,positif,,
gunung pegat,Katanya bisa putus hubungan asmara kl lewatin gunung pegat?,,,,,,,,,,,,
gunung pegat,"viewnya bagus,lgs bs liat sukoharjo dan wonogiri.senja² recommend",positif,positif,positif,,,,positif,,,positif,,
gunung pegat,"Hanya fasilitas toilet yang kurang ,karena hanya 2 toilet saja",,,,negatif,negatif,negatif,,,,,negatif,
gunung pegat,tmptnya sungguh indah.,positif,positif,positif,,,,,,,positif,,
gunung pegat,Sekarang kurang terawat,,,,,negatif,negatif,,,,,negatif,
gunung pegat,"View malam bagus banget, sambil di temenin kopi sama mie",positif,positif,positif,,,,,,,positif,,
gunung pegat,Pemandangan bagus..ramah lingkungan,positif,positif,positif,,,,,,,positif,,
gunung pegat,Bagus dan terjangkau,,positif,positif,,,,positif,,,positif,,
gunung pegat,"mantap, pemandangan nya bagus rekomended ",positif,positif,positif,,,,,,,positif,,
gunung pegat,"Tempat bagus ,pemandangan indah",positif,positif,positif,,,,,,,positif,,
gunung pegat,"View nya cakep, harganya murah, akses mudah",positif,positif,positif,,,,positif,positif,positif,positif,,positif
gunung pegat,Di pagi hari nampak seperti negri di atas awan,positif,positif,positif,,,,,,,positif,,
gunung pegat,Love bgt deh viewnya,positif,positif,positif,,,,,,,positif,,
gunung pegat,Indah dan menawan,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Hati hati naik turun tanjakan, apalagi berboncengan dan beriringan.",,,,,,,negatif,negatif,negatif,,,negatif
gunung pegat,Pemandangan yg enak dimata,negatif,positif,positif,,,,,,,positif,,
gunung pegat,Sekarang aksesnya sudah enak.,,,,,,,positif,positif,positif,,,positif
gunung pegat,Nyaman buat nyantai bareng keluarga atau pasangan juga,positif,positif,positif,,,,,,,positif,,
gunung pegat,Mantap tempat asyik buat nongkrong,positif,positif,positif,,,,,,,positif,,
gunung pegat,Keren banget view nya,positif,positif,positif,,,,,,,positif,,
gunung pegat,bagus,,,,,,,,,,,,
gunung pegat,tempat nya nyaman dan masih bersih,,,,positif,positif,positif,,,,,positif,
